State,Latitude,Longitude,Total reported direct emissions
CA,35.03,-117.70,323043.984
IL,41.71,-87.98,57830.832
OH,39.01,-83.00,9165.064
WA,46.32,-119.28,33240.33
CA,37.87,-122.27,118447.404
CA,38.55,-121.46,58832.078
TX,28.51,-96.77,755926.664
WV,38.37,-81.68,115753.064
CA,33.78,-118.24,840503.732
MA,42.28,-71.76,89039.56
MA,42.39,-72.54,104454.434
AR,33.32,-92.69,74487.25
SC,34.61,-81.82,102638.75
NJ,40.60,-74.28,211114.012
PA,40.41,-80.41,38289.708
AK,53.88,-166.55,36854.154
AZ,33.41,-111.95,44612.432
WI,42.76,-88.92,96391.288
IN,41.04,-85.21,20389.2
CA,37.61,-122.04,48901.16
MN,47.35,-92.57,435821.56
WI,43.57,-89.06,88906.616
IA,41.66,-91.54,152018.154
OK,35.48,-97.50,42758.766
PA,40.37,-80.10,36152.82
CA,38.54,-121.75,50945.85
CA,32.88,-117.24,160812.244
CA,33.64,-117.85,69037.74
IL,41.78,-87.59,106246.232
OH,39.13,-84.51,169645.048
CT,41.81,-72.26,96107.168
DE,39.68,-75.74,39231.496
GA,33.96,-83.38,55818.94
IL,40.10,-88.24,199047.128
IL,41.87,-87.64,134969.438
KY,38.02,-84.50,74655.876
MO,38.95,-92.33,149230.052
MN,44.98,-93.23,219648.816
NE,41.25,-95.98,32230.61
NM,35.08,-106.63,71504.48
ND,47.92,-97.06,37318.506
IA,42.51,-92.47,65600.96
IN,41.71,-86.24,121550.736
OK,35.21,-97.45,49688.712
TN,35.95,-83.93,78438.202
UT,40.75,-111.83,73681.772
VA,38.04,-78.51,71144.52
LA,30.51,-91.19,23021.764
LA,32.61,-93.92,45901.528
MI,45.96,-86.26,59625.776
NC,36.34,-78.83,51595.25
IL,41.54,-90.38,69344.55
VA,38.69,-77.13,28048.434
LA,28.62,-92.07,41882.854
LA,29.44,-92.06,30150.966
LA,28.37,-90.15,14731.93
LA,28.99,-90.25,658.298
LA,28.87,-90.49,37748.508
LA,28.83,-90.42,37083.574
AK,60.83,-151.60,86254.114
LA,29.58,-89.12,63990.502
LA,29.24,-89.08,25112.732
LA,28.19,-88.50,259414.326
AK,61.08,-150.95,62465.516
AK,60.68,-151.37,489039.236
LA,32.20,-93.90,157043.49
TX,31.83,-101.68,204151.794
ND,48.33,-102.43,60773.41
WY,42.79,-105.49,97648.884
CO,40.71,-104.29,38338.636
TX,31.97,-101.24,53761.80673
OK,34.88,-96.05,16887.884
TX,36.07,-101.75,96725.674
OK,35.77,-97.69,54434.014
LA,32.24,-93.64,126944.488
TX,32.92,-96.77,173698.026
TX,32.92,-96.77,75794.296
OK,35.74,-98.80,0
ND,48.39,-102.92,213533.7381
TX,32.13,-96.09,38564.85
TX,31.85,-101.78,193191.216
TX,31.96,-94.28,58088.966
TX,30.37,-101.84,85095.496
TX,27.26,-98.94,104036.16
WY,42.79,-105.61,68628.448
TX,28.41,-98.53,89767.746
TX,31.04,-102.22,37607.896
TX,31.98,-103.70,154605.676
TX,31.89,-101.70,180360.144
OK,34.59,-96.29,70396.95078
CO,39.86,-108.92,22153.582
OH,40.29,-80.99,5911.048
NM,36.73,-107.96,272856.848
TX,32.21,-100.51,57368.708
MS,33.39,-91.02,61679.548
TN,35.03,-88.89,34631.62
KY,37.41,-85.39,45200.352
KY,37.92,-83.98,160573.822
KY,38.27,-82.58,72371.032
WV,38.42,-81.71,29928.638
WV,38.45,-81.72,65229.656
TX,28.98,-96.67,30406.952
TX,29.53,-96.15,46128.234
KY,38.54,-82.93,78271.836
OH,39.22,-82.26,82302.054
OH,39.94,-81.68,73214.152
OH,40.62,-81.05,62199.738
PA,41.28,-80.27,64240.832
NY,42.68,-78.83,7748.278
NY,43.16,-78.75,66937.554
NY,42.94,-76.11,40539.556
NY,42.87,-75.17,17392.396
NY,42.77,-74.46,36778.068
NY,42.51,-73.63,25722.412
MA,42.03,-72.64,31484.606
MA,42.12,-72.00,31351.286
MA,42.08,-71.51,15783.252
PA,41.37,-79.66,54006.45
PA,41.54,-79.04,44355.548
PA,41.77,-78.43,44495.686
PA,41.74,-77.31,88313.124
PA,41.74,-76.80,1575.398
TX,30.99,-94.14,58133.904
PA,41.71,-75.60,55186.956
NJ,41.24,-74.65,64310.862
TX,28.05,-97.56,17162.288
LA,31.73,-93.06,29922.794
MS,32.64,-88.66,67281.862
MS,33.45,-88.36,82527.182
AL,34.24,-88.08,82639.564
TN,35.02,-87.76,71436.652
TN,36.35,-86.87,73052.526
LA,30.44,-92.88,87046.522
LA,31.19,-92.36,48592.218
LA,31.96,-91.81,37150.782
TN,35.85,-87.44,86211.798
TN,36.62,-86.56,89680.97
KY,37.22,-85.34,38219.174
KY,37.81,-84.26,46315.176
TX,28.70,-96.95,37553.37
ND,48.25,-100.43,94870.042
TX,28.70,-96.93,30564.138
LA,30.36,-93.60,95183.294
AL,32.05,-88.38,21592.384
AL,32.67,-86.72,11170.82
AL,32.88,-86.17,73880.488
AL,33.15,-85.51,107473.832
GA,33.49,-84.92,33728.43
GA,33.57,-84.25,65231.932
GA,34.10,-83.08,55190.176
SC,34.85,-82.01,26041.724
NC,35.53,-80.86,48150.8
NC,36.34,-79.82,67724.926
VA,36.83,-79.34,173409.822
VA,37.35,-78.87,87867.392
VA,38.30,-77.96,85831.898
VA,38.80,-77.50,13956.914
MD,39.27,-76.93,108629.302
TX,29.28,-96.29,21369.736
LA,29.76,-93.64,94311.802
LA,30.43,-93.23,39273.468
PA,41.18,-75.69,121210.514
PA,41.27,-76.43,92845.816
LA,30.75,-91.28,41375.724
PA,41.11,-76.45,33451.04
MS,31.25,-90.20,26989.712
MS,31.82,-89.05,70625.216
AL,31.08,-88.32,26254.556
AL,32.06,-88.36,59118.132
AL,32.20,-87.95,180439.966
AL,32.43,-87.33,31464.106
LA,32.62,-91.58,4958.344
IL,38.49,-88.55,3328.344
IL,37.22,-88.86,14879.664
MI,43.45,-85.14,30588.9
OK,34.52,-97.48,39946.408
LA,32.96,-91.85,72873.544
KY,36.97,-88.38,12274.38
MS,34.20,-90.64,19634.242
LA,32.15,-92.09,64830.158
TN,35.56,-89.65,10378.392
IN,39.02,-85.01,30871.288
LA,30.46,-92.53,39084.098
LA,32.68,-92.02,33953.742
KY,37.79,-86.49,28689.378
OH,39.27,-84.76,32284.08
LA,32.47,-93.51,30113.208
KY,38.22,-85.57,16964.696
TN,36.24,-89.03,16600.54
MS,34.90,-90.17,49418.982
LA,31.30,-92.33,70677.828
LA,32.76,-92.76,33358.212
KY,37.51,-87.50,28193.554
LA,30.09,-92.03,47953.324
TX,29.01,-97.15,12835.5146
KY,36.83,-85.67,25829.6
MS,31.63,-90.75,66604.93
PA,39.93,-79.67,16763.75
MI,42.14,-85.26,3566.39
MI,42.62,-83.57,45653.886
IL,41.46,-88.13,1549.45
IN,41.67,-86.68,8564.924
MI,42.77,-83.01,40443.768
MN,47.24,-96.52,15575.85
LA,32.29,-92.63,68533.452
LA,30.67,-92.13,35246.04
KY,37.33,-87.24,20989.508
TX,29.00,-96.14,35461.082
TX,31.82,-106.43,45700.468
AL,34.59,-86.68,4670.318
IA,40.83,-91.28,45761.686
WA,47.09,-122.61,69735.942
VA,37.18,-80.54,151113.88
CO,38.99,-104.86,24172.406
NY,44.03,-75.77,36564.502
GA,33.17,-82.37,16029.94
NY,40.86,-72.87,33036.264
TN,35.92,-84.39,35651.504
TN,35.98,-84.26,43812.736
PA,40.63,-80.24,70763.084
AL,34.96,-85.73,86820.024
IN,41.65,-87.47,39392.652
OH,41.49,-82.88,45020.08
FL,30.38,-81.64,41302.344
VA,36.82,-76.29,0
CA,32.72,-115.11,69297.14
OR,46.10,-122.97,46448.924
IN,38.65,-86.78,57295.184
IA,40.98,-91.19,68262.692
PA,41.06,-76.66,45939.128
OK,35.57,-94.84,138911.636
UT,40.91,-112.73,293584.576
NC,34.67,-77.35,84837.476
NY,41.40,-73.97,28507.076
CA,34.23,-116.05,56543.488
MD,38.60,-77.18,33367.522
IN,38.84,-86.85,23215.01
VA,36.95,-76.31,113840.588
TN,36.19,-83.00,135127.214
WA,47.26,-122.40,156242.448
MD,39.00,-77.10,194021.93
IN,41.66,-87.48,466.848
IL,38.70,-90.14,2152110.86
PA,40.34,-79.91,384877.944
MN,47.57,-92.63,1303380.828
GA,32.76,-81.89,11774.956
PA,40.31,-79.88,796230.94
PA,40.39,-79.86,3661556.908
AL,33.48,-86.93,228039.394
PA,40.16,-74.75,22845.164
MI,42.26,-83.14,153611.688
MN,47.41,-93.06,214214.42
OH,41.45,-82.12,1854.844
IN,41.62,-87.17,124447.932
IN,41.61,-87.33,10438953.98
PA,40.39,-79.68,23991.3
VA,37.07,-76.43,50491.2
IA,42.05,-93.58,29036.07
MS,33.42,-91.05,31698.88
MN,44.56,-92.48,31563.496
WI,42.54,-88.60,20792.108
MN,46.72,-92.47,62418.264
CA,38.03,-121.87,37885.508
AK,64.83,-147.65,300163.69
WY,41.32,-105.57,29337.424
WI,43.07,-89.41,181639.552
WI,43.08,-87.88,23804.15
NC,35.33,-79.96,85185.25
WV,38.38,-81.78,1024.496
LA,32.81,-92.41,112998.25
AR,33.30,-92.59,4384937.6
LA,32.68,-92.60,19470.992
CA,37.62,-122.38,26076.87
PA,41.84,-79.14,640585.826
TX,32.49,-100.36,71687.28
AL,33.42,-86.97,153381.816
IL,41.44,-87.75,134507.65
AK,64.85,-147.82,99077.198
AZ,32.23,-110.95,81078.744
AR,36.07,-94.17,43448.036
CA,36.98,-122.05,28852.492
CA,34.07,-118.44,211595.204
CA,37.76,-122.46,53983.748
CO,40.01,-105.27,80999.844
FL,29.64,-82.35,186118.608
KS,38.96,-95.25,31096.932
ME,44.90,-68.67,30594.934
MD,38.98,-76.94,119178.898
MI,42.28,-83.73,251534.63
MS,32.33,-90.17,29878.688
NE,40.82,-96.70,23931.24
NH,43.14,-70.94,15960.242
PA,40.44,-79.96,69667.988
NY,43.12,-77.63,113286.368
SC,34.00,-81.03,35942.092
TX,29.31,-94.77,62495.664
VT,44.47,-73.19,28578.636
WA,47.66,-122.30,89624.21
AR,34.07,-93.84,75660
SC,33.44,-81.91,954444.402
UT,41.66,-111.84,84.4
TX,29.26,-98.38,1610925.437
IA,42.78,-94.94,157153.708
TX,27.82,-97.48,2976483.382
TX,27.81,-97.44,1009684.494
CA,38.07,-122.14,2757315.65
OK,34.21,-97.10,867606.156
TN,35.09,-90.08,1241516.468
TX,29.72,-95.25,1493011.782
TX,29.37,-94.91,2157184.046
SD,44.30,-96.72,191940.428
MN,43.66,-94.58,180070.772
WI,43.96,-88.91,23117.232
KY,38.50,-85.29,30056.2
TN,36.14,-86.80,125818.666
PA,40.60,-79.57,31807.58
IL,41.81,-87.66,47856.02
CA,37.75,-121.72,30595.5
VA,37.54,-77.42,33766.972
MI,42.99,-83.87,59107.892
MI,42.41,-83.56,213862.45
IN,38.32,-87.21,14725.942
PA,41.30,-78.67,38134.1
IN,41.12,-85.79,35591.85
KY,38.18,-83.55,15362.742
OK,36.23,-95.72,2808146.346
VI,18.34,-64.95,345928.286
VI,17.75,-64.71,284555.056
MI,42.96,-85.67,45155.632
MI,41.73,-83.51,49148
MI,44.68,-83.42,21635.244
MI,44.20,-85.22,21642.832
TX,31.97,-106.59,51196.128
IL,40.01,-89.45,41393.594
MN,47.52,-92.54,41747.352
IL,40.14,-87.58,38423.256
TN,35.74,-84.33,23421.112
CA,34.09,-117.51,30071.936
TN,36.55,-84.49,31237
FL,29.13,-81.07,336658.85
VA,37.08,-80.71,27526.796
IA,43.10,-94.66,89744.912
NM,34.61,-106.73,52823.004
OH,39.60,-83.39,170060.86
IA,42.53,-94.29,196172.312
IA,43.18,-95.51,188618.04
WI,43.04,-88.79,1630.944
IA,43.38,-94.15,81563.392
IN,40.20,-86.91,177363.632
LA,29.99,-90.39,2547744.298
NE,41.68,-97.98,183429.36
IN,37.93,-87.87,177246.232
IA,43.10,-92.74,199172.4
IN,40.72,-85.19,136152.688
CA,33.80,-118.24,14446.332
WI,43.03,-87.92,398436.12
CA,34.25,-118.39,458046.068
MO,37.89,-90.53,146681.318
NC,35.03,-78.86,69856.636
MD,38.56,-75.94,43847.976
NC,34.84,-78.04,42167.392
NC,35.04,-80.08,29454.588
SC,33.86,-81.71,7726.624
OH,41.13,-80.67,148541.624
TX,29.84,-95.13,18645.88
CO,40.02,-105.20,14201.896
FL,27.52,-81.92,658736.612
IL,38.66,-90.18,67106.5
LA,30.13,-90.91,41668.544
SD,42.88,-96.99,30997.648
NY,40.75,-73.95,51252.46
MI,45.80,-87.09,544681.118
MI,45.80,-87.96,120155.364
PA,40.84,-76.03,608050.976
IN,39.73,-86.26,64820.056
MO,39.11,-94.58,159552.3
OK,35.47,-97.51,31641.18
PA,39.94,-75.19,99386.276
NJ,40.22,-74.77,28266.744
OK,36.15,-96.00,23945.212
TX,28.79,-97.01,23996.312
TX,28.70,-96.95,4528.384
TX,28.70,-96.94,10898.708
TX,28.79,-97.01,317014.876
CA,34.59,-117.27,45529.25
VA,36.92,-82.34,876595.616
VA,37.23,-80.42,54222.944
CA,36.39,-119.39,16209.5
TX,34.00,-98.55,203005.622
PA,40.13,-77.17,206193.972
PA,41.52,-80.20,76435.388
MN,45.35,-93.87,204900.5
TX,29.74,-95.09,4998.08
TX,29.48,-95.64,13911353.75
OH,40.53,-80.63,5121735.504
OH,38.87,-84.23,4516382.572
GA,32.53,-84.44,419754.75
WI,45.45,-91.36,19217.842
SC,34.60,-82.44,2272140.91
IL,41.76,-87.72,21490.82
IN,41.62,-87.46,25852.452
IN,40.82,-85.80,78103.798
GA,34.26,-85.13,91894.75
NY,40.58,-73.97,31290.932
PA,41.67,-77.06,18238.802
UT,41.11,-111.92,45979
UT,40.67,-112.76,81240.6
OR,45.56,-121.14,103166
UT,37.14,-113.46,9958.25
IL,41.30,-89.31,102601.944
WA,46.73,-117.15,62453.562
CO,38.22,-104.71,11941.95
VA,37.43,-77.12,72465.05
PA,39.80,-77.81,17490.394
OR,45.63,-120.22,230590.434
WA,47.40,-120.17,49645.25
CA,37.71,-122.19,2402.946
LA,30.50,-90.83,29280.134
LA,30.58,-91.53,41085.5
MI,42.72,-83.25,96635.502
MI,42.26,-83.43,168002.848
MS,30.43,-89.27,28566.5
MS,31.36,-91.40,81121
MS,33.96,-88.99,35212.408
NY,42.58,-78.49,52096.88
TX,30.33,-97.62,57683.026
MS,34.79,-90.25,28944.898
WI,44.17,-87.83,21747.67
TX,33.18,-96.13,18309.75
TX,32.55,-96.67,244893.414
PA,40.27,-75.65,4566.796
CO,39.56,-104.93,3926.75
OK,36.20,-95.82,96865.35
OK,35.51,-97.42,143376
WI,44.49,-89.58,24019.248
MI,44.85,-84.67,12763.444
SD,44.98,-97.19,37087.5
OR,46.16,-123.41,307198.978
WI,44.36,-89.05,188160.432
IL,38.36,-88.37,38807
MI,42.36,-83.07,36023.564
OK,35.50,-97.40,31580.25
TX,34.82,-102.37,107465.596
LA,32.63,-93.39,16692.5
IL,41.43,-88.77,66546.8
MA,42.30,-71.30,16096.228
SC,34.99,-82.14,74056.788
TN,36.05,-88.14,75230.58
CA,40.50,-122.45,65257.25
KY,37.67,-87.28,205903.4
HI,19.90,-155.88,8672.25
KY,36.69,-88.67,106009.65
CA,32.84,-117.15,152566
FL,30.60,-81.82,23426.25
NV,39.56,-119.51,155926.612
PA,40.30,-75.91,27160.498
IL,40.47,-90.68,23530.158
MI,42.28,-85.61,62610.062
NY,43.21,-78.37,76282.612
KS,39.12,-100.74,39195.152
CA,38.84,-121.35,38200
NE,41.86,-103.63,361653.604
CO,40.26,-103.81,165344.84
MT,45.77,-108.50,134128.852
TX,29.73,-95.64,26118.4
LA,30.16,-93.38,919205.16
LA,30.19,-93.33,40049.5
LA,30.18,-93.36,161714.592
LA,30.21,-91.01,245114.75
KY,37.05,-88.33,494237.232
PA,40.14,-79.86,49435.25
TX,32.75,-96.81,31487.632
MI,42.32,-85.21,59385.076
TN,35.06,-85.32,45645.57
PA,41.00,-75.15,27985.144
LA,32.28,-92.73,317502.14
WA,46.11,-122.93,203339.958
TX,30.34,-94.07,476083.018
MI,41.92,-85.68,58384.696
OK,35.14,-96.17,41330.158
MI,44.35,-85.40,107794.734
PA,41.19,-80.49,40144.248
MD,39.26,-76.62,298884.122
NH,43.29,-71.58,78756.066
PA,40.16,-74.77,192597.468
NJ,39.87,-75.14,64474.482
NY,43.31,-73.59,68780.658
MA,42.22,-71.77,192425.222
MA,42.73,-71.12,170130.938
FL,26.07,-80.21,318903.64
NY,41.28,-73.94,236944.018
TX,29.87,-95.27,23565.25
MI,43.90,-83.95,22619.948
IL,41.79,-89.89,112557.5
AL,33.53,-87.46,18740.48
MI,42.52,-83.19,31549.88
OH,41.52,-84.59,135515.7
TX,30.60,-97.55,115461.5
OH,41.02,-81.10,10983
TX,31.10,-97.37,24764.656
CT,41.89,-72.71,2728.25
WI,44.09,-88.55,23511.534
IL,42.16,-89.06,303374.55
IA,43.23,-91.67,36080.5
WI,43.06,-87.89,43343.636
WI,44.40,-89.83,95022.936
AL,34.77,-87.60,176956.684
AL,34.77,-87.60,94250.396
UT,40.62,-112.70,48752.942
CA,35.35,-118.93,35746.416
IL,41.73,-88.08,13599.566
NH,43.27,-70.99,139836.73
CA,35.65,-119.89,44112.284
ME,45.16,-67.40,186519.192
IL,38.84,-90.07,3944590.218
PA,40.13,-78.20,9553.748
WV,38.14,-81.28,525334.74
VA,38.37,-78.94,31065.584
MI,42.21,-83.15,32583.628
PA,40.16,-75.46,30356.836
TX,29.93,-95.65,56526.188
OK,34.63,-97.17,705640.4
WY,45.00,-108.63,166647.018
WY,43.85,-104.21,188478.24
WY,44.01,-107.97,32644.122
IN,39.53,-87.42,33491.576
TN,35.30,-84.80,42065.892
NY,40.96,-72.88,32744.368
WA,45.62,-122.46,105347.4747
CT,41.45,-72.84,63741.789
CA,34.01,-117.94,126333.98
CA,37.49,-120.90,527392.996
NV,35.61,-115.36,1152802.976
IA,41.18,-95.84,6440270.022
GA,33.81,-83.70,240092.208
GA,33.41,-85.03,1224917.262
GA,33.41,-85.04,1155552.168
GA,33.41,-85.04,2883877.764
PA,41.84,-79.19,6907.124
VA,38.97,-78.18,2666874.416
DE,39.28,-75.62,14290.07
KY,37.38,-87.61,235161.25
AL,33.33,-87.33,510778.7
AL,33.26,-87.31,1780126.2
AL,31.26,-88.01,479852.328
GA,33.09,-82.98,91781.16
LA,30.79,-89.91,92168.208
OH,39.58,-81.66,1860690.704
MO,38.64,-90.26,33593.624
TN,35.48,-88.08,83593.25
CT,41.54,-73.04,17187.034
SC,33.83,-80.62,1449689.064
LA,30.00,-90.48,153848.778
OH,39.53,-81.72,2358932.108
MS,30.44,-89.03,1214582.3
IL,42.38,-87.81,2375796.374
WI,44.36,-89.08,69824.852
TN,35.36,-84.52,89009.236
IN,37.99,-86.77,199483.648
NC,35.29,-78.07,61370.25
AR,35.06,-93.37,37610.134
AL,31.50,-85.90,37666.872
TX,32.71,-97.86,44181.25
OK,36.13,-96.15,32081.78
UT,41.22,-111.99,44089.35
OK,35.32,-96.14,1959.092
TX,33.06,-94.84,4771649.026
TX,29.13,-89.39,19405.876
WI,43.08,-89.43,196972.108
FL,26.70,-80.37,7138620.742
NJ,39.84,-75.22,614827.4
CO,38.93,-107.45,254418.914
AL,29.06,-88.09,52826.504
LA,29.33,-92.16,4096.45
LA,29.23,-87.78,89426.878
LA,28.97,-88.63,70063.15
LA,28.74,-88.83,22743.848
TX,29.73,-95.43,26391.406
LA,28.22,-92.79,17867.02
LA,28.85,-89.60,7803.288
LA,28.94,-89.71,28694.116
LA,28.97,-89.51,2356.418
LA,29.94,-89.66,8156.218
LA,26.43,-90.81,91371.296
LA,26.93,-90.52,64854.472
LA,26.15,-91.15,178782.306
LA,29.06,-89.83,55750.734
LA,29.78,-91.73,29023.314
LA,28.83,-89.56,18293.782
LA,28.83,-89.45,19385.022
LA,29.13,-89.61,4240.038
LA,29.15,-89.68,20034.618
LA,28.25,-89.01,45651.404
LA,29.76,-93.34,69658.69
TX,28.50,-99.37,14841.122
OK,34.46,-97.69,34932.45927
LA,29.24,-89.39,178125.2932
WY,41.06,-108.76,29657.096
MI,45.03,-84.85,34659.178
TX,33.01,-102.75,23801.08
TX,32.73,-97.87,51122.714
TX,30.01,-94.12,11268.11
LA,32.21,-93.44,189519.162
TX,32.58,-100.76,25136.112
TX,29.34,-96.68,139455.908
TX,33.03,-102.82,99642.376
AL,30.40,-88.18,123261.986
CO,39.98,-107.76,335200.342
TX,31.27,-103.09,76923.048
TX,32.47,-94.07,62018.526
CO,39.75,-104.68,59731.46
OK,36.65,-98.77,69502.01468
WY,43.29,-107.62,32266.886
TX,35.41,-100.13,22183.186
LA,32.23,-93.35,47366.496
ND,47.86,-103.19,41445.502
TX,31.81,-103.24,105484.4057
TX,28.18,-97.28,649.748
AR,35.27,-92.56,27040.218
TX,32.91,-97.47,38728.22
LA,32.78,-93.37,60450.412
TX,31.32,-96.17,41710.056
TX,31.59,-96.22,52079.5
TX,30.88,-101.92,90956.062
AL,30.40,-88.13,3556.792
TX,29.34,-97.11,681283.436
NM,32.64,-103.81,315174.88
TX,35.61,-100.15,8375.73
TX,31.80,-94.18,20189.468
MI,42.77,-83.01,31422.234
TX,33.09,-98.07,53431
CA,39.35,-121.82,26188.31
IL,37.88,-88.70,52790
FL,30.79,-87.33,35777.616
KS,38.79,-94.99,37677.16
OH,41.43,-82.26,210993.906
WI,45.09,-87.69,90780.612
AL,32.45,-87.98,104960.568
TX,33.87,-101.87,125447.75
UT,40.67,-112.03,140476.828
NY,43.06,-76.20,177090.822
FL,30.68,-81.46,440906.44
SC,34.15,-79.56,285181.914
FL,30.14,-85.62,356881.284
FL,30.42,-81.60,317909.578
AL,34.86,-85.79,161118.06
VA,37.54,-76.81,605957.086
VA,37.30,-77.26,155905.948
SC,32.90,-79.97,556316.606
AL,32.18,-85.03,459585.392
SC,35.02,-81.78,58679.58
VT,44.91,-72.98,34689.52
NC,36.48,-77.64,274036.914
MN,44.96,-93.19,126775.424
WA,47.26,-122.43,151807.612
VA,37.80,-79.99,1245558.628
ME,43.66,-70.38,702702.796
TX,32.44,-94.69,24077.36
WI,44.86,-89.66,4201646.31
TX,32.71,-97.53,9541.812
MT,48.37,-114.20,35530.356
IN,38.67,-87.29,135504.548
IL,41.68,-88.24,12126.4
WI,44.89,-91.52,108219.956
CT,41.16,-73.21,290551.268
CT,41.57,-72.04,72594.07
VA,36.81,-76.30,172373.548
MA,42.45,-70.98,116499.184
AR,34.42,-92.14,7397349.562
IL,38.17,-88.60,521655.5
LA,32.49,-91.97,131183.644
FL,30.41,-82.79,74744.064
WI,42.85,-88.73,396682.662
IN,39.80,-84.90,37340.466
NE,41.42,-96.49,20166.82
IL,38.87,-90.12,25464.088
MD,39.72,-76.17,1295186.152
NC,36.21,-80.99,61105.25
TX,32.85,-94.55,557144.084
IL,41.63,-88.06,808309.086
ME,43.75,-70.16,20281.782
TX,30.03,-96.99,35426.62
CA,34.93,-120.48,34094.372
FL,30.26,-82.70,51602.25
MS,33.12,-88.98,68147.544
SC,33.33,-79.36,3320743.792
TX,33.06,-97.91,907116.988
GA,32.77,-83.44,42246.8
VA,36.66,-82.10,37391.86
TX,32.33,-97.73,932498.544
TX,32.34,-97.74,1968110.504
PA,41.61,-76.30,21597.468
NC,35.92,-78.87,244668.9183
NC,35.90,-78.84,97324.74071
MI,46.38,-86.60,55586.148
NJ,40.51,-74.33,1336770.296
CA,37.65,-121.02,173947.604
OH,39.45,-84.46,61291.524
CA,36.15,-119.23,11911.75
LA,32.35,-93.90,272337.5
PA,40.14,-79.90,27747.416
IN,39.07,-87.01,108667.196
OH,41.57,-84.06,25286.656
IN,39.14,-87.03,39375.25
WY,44.29,-105.38,645553.352
WY,44.29,-105.38,780967.822
WY,44.29,-105.38,908052.27
MA,42.23,-71.72,31510.832
WY,44.29,-105.38,2122795.944
TX,33.63,-101.87,59560.12997
NY,43.23,-77.41,28624.492
WA,46.48,-120.27,43966.25
WA,46.61,-120.39,125721.35
CT,41.30,-72.93,101208.698
CT,41.31,-72.98,92362.628
MT,45.81,-108.43,804627.562
SC,34.97,-81.20,30006.75
PA,40.00,-76.72,154604.982
AZ,32.73,-114.65,32440.48
CO,40.13,-102.68,50176.412
GA,33.46,-84.90,810960.344
GU,13.54,144.89,44888.724
CA,38.59,-121.68,19333.5
PA,39.74,-76.31,3128642.746
VA,37.21,-76.46,45041.4
CA,39.14,-121.64,30007.788
CA,39.14,-121.64,53732.248
AZ,32.72,-114.71,224287.442
MI,43.29,-84.58,42350.34
IL,42.48,-87.87,59589.55
MI,42.82,-86.00,1450236.228
IL,42.48,-87.90,384065.918
TX,27.89,-97.28,738881.744
NC,35.66,-83.00,79698
TX,31.27,-103.07,26099.16
OK,35.54,-96.56,46447.712
WY,42.79,-105.61,23231.022
KS,37.20,-101.16,29684.37
TX,35.41,-100.23,17664.158
TX,32.70,-102.18,23614.78
OH,41.03,-81.83,61349.172
TX,31.27,-103.10,36718.68
WY,41.75,-108.19,9385.774
OH,39.59,-83.54,167819.172
IA,42.40,-92.33,19101.698
LA,32.20,-93.48,50889.744
SC,33.02,-79.93,2290144.208
MN,46.61,-92.39,8900.518
